account_id,last_metric_time,like_per_month,newfriend_per_month,post_per_month,adview_feed_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,account_tenure
6594,2020-05-10,4.0,0.0,6.0,3.0,0.0,1.0,71.0,15.0,117.0
6595,2020-05-10,65.0,15.0,68.0,17.0,26.0,0.0,214.0,22.0,114.0
6596,2020-05-10,191.0,10.0,56.0,87.0,6.0,0.0,6.0,1.0,125.0
6597,2020-05-10,7.0,0.0,8.0,4.0,3.0,0.0,8.0,1.0,103.0
6598,2020-05-10,48.0,6.0,4.0,15.0,3.0,0.0,93.0,50.0,118.0
6599,2020-05-10,91.0,9.0,50.0,117.0,10.0,1.0,90.0,11.0,108.0
6600,2020-05-10,114.0,20.0,50.0,30.0,4.0,0.0,39.0,18.0,105.0
6603,2020-05-10,47.0,4.0,11.0,68.0,5.0,0.0,55.0,37.0,123.0
6604,2020-05-10,163.0,8.0,86.0,25.0,4.0,0.0,3.0,4.0,128.0
6605,2020-05-10,199.0,3.0,37.0,15.0,21.0,0.0,13.0,1.0,100.0
6607,2020-05-10,20.0,3.0,2.0,5.0,6.0,1.0,10.0,1.0,127.0
6609,2020-05-10,28.0,6.0,56.0,37.0,21.0,2.0,13.0,3.0,126.0
6611,2020-05-10,287.0,24.0,16.0,107.0,4.0,0.0,375.0,130.0,130.0
6612,2020-05-10,56.0,12.0,118.0,105.0,11.0,0.0,83.0,32.0,113.0
6613,2020-05-10,97.0,20.0,99.0,38.0,80.0,0.0,7.0,4.0,116.0
6614,2020-05-10,3.0,1.0,1.0,7.0,5.0,0.0,30.0,20.0,119.0
6615,2020-05-10,31.0,1.0,17.0,14.0,2.0,0.0,106.0,9.0,117.0
6616,2020-05-10,36.0,11.0,44.0,31.0,10.0,0.0,139.0,27.0,102.0
6617,2020-05-10,66.0,5.0,219.0,72.0,6.0,0.0,7.0,2.0,109.0
6619,2020-05-10,39.0,9.0,20.0,23.0,5.0,1.0,4.0,3.0,110.0
6620,2020-05-10,18.0,3.0,3.0,7.0,6.0,0.0,135.0,72.0,110.0
6621,2020-05-10,1.0,1.0,7.0,0.0,2.0,0.0,115.0,62.0,116.0
6622,2020-05-10,34.0,7.0,7.0,21.0,11.0,0.0,3.0,0.0,106.0
6623,2020-05-10,17.0,0.0,7.0,5.0,3.0,0.0,12.0,6.0,105.0
6624,2020-05-10,50.0,10.0,25.0,21.0,18.0,1.0,51.0,24.0,127.0
6625,2020-05-10,184.0,44.0,102.0,48.0,58.0,2.0,52.0,30.0,242.0
6626,2020-05-10,324.0,18.0,34.0,24.0,32.0,0.0,472.0,140.0,242.0
6627,2020-05-10,10.0,2.0,10.0,19.0,4.0,0.0,93.0,24.0,122.0
6628,2020-05-10,821.0,20.0,343.0,415.0,44.0,1.0,100.0,43.0,109.0
6629,2020-05-10,5.0,2.0,12.0,0.0,0.0,0.0,71.0,14.0,126.0
6631,2020-05-10,19.0,3.0,32.0,3.0,11.0,1.0,12.0,2.0,100.0
6632,2020-05-10,50.0,8.0,32.0,20.0,2.0,1.0,318.0,96.0,114.0
6633,2020-05-10,40.0,5.0,9.0,13.0,32.0,0.0,20.0,5.0,106.0
6634,2020-05-10,14.0,0.0,17.0,11.0,25.0,0.0,17.0,9.0,122.0
6635,2020-05-10,7.0,0.0,0.0,2.0,6.0,0.0,60.0,25.0,124.0
6636,2020-05-10,75.0,3.0,8.0,14.0,15.0,2.0,21.0,14.0,118.0
6638,2020-05-10,36.0,12.0,112.0,14.0,54.0,0.0,100.0,48.0,242.0
6640,2020-05-10,87.0,2.0,3.0,20.0,12.0,0.0,56.0,9.0,122.0
6641,2020-05-10,126.0,15.0,43.0,223.0,47.0,0.0,56.0,4.0,114.0
6642,2020-05-10,14.0,2.0,39.0,6.0,7.0,1.0,44.0,13.0,127.0
6643,2020-05-10,36.0,2.0,9.0,7.0,0.0,0.0,10.0,3.0,101.0
6644,2020-05-10,22.0,1.0,7.0,15.0,41.0,0.0,116.0,36.0,107.0
6645,2020-05-10,21.0,10.0,44.0,8.0,5.0,0.0,43.0,17.0,102.0
6646,2020-05-10,60.0,4.0,18.0,11.0,21.0,0.0,15.0,9.0,111.0
6647,2020-05-10,18.0,4.0,17.0,2.0,7.0,0.0,7.0,4.0,117.0
6648,2020-05-10,29.0,4.0,9.0,25.0,12.0,1.0,43.0,15.0,113.0
6649,2020-05-10,177.0,17.0,12.0,231.0,10.0,0.0,5.0,3.0,125.0
6650,2020-05-10,18.0,6.0,35.0,12.0,21.0,0.0,243.0,83.0,127.0
6652,2020-05-10,21.0,3.0,7.0,1.0,13.0,2.0,0.0,0.0,107.0
6653,2020-05-10,490.0,22.0,34.0,100.0,143.0,0.0,1.0,1.0,119.0
6654,2020-05-10,13.0,1.0,35.0,14.0,3.0,0.0,7.0,11.0,125.0
6656,2020-05-10,1023.0,21.0,134.0,322.0,52.0,0.0,77.0,10.0,115.0
6657,2020-05-10,3.0,1.0,0.0,0.0,1.0,0.0,41.0,27.0,104.0
6659,2020-05-10,20.0,0.0,3.0,1.0,0.0,0.0,40.0,16.0,111.0
6660,2020-05-10,68.0,10.0,6.0,24.0,42.0,0.0,2.0,0.0,242.0
6661,2020-05-10,129.0,12.0,40.0,91.0,55.0,0.0,5.0,1.0,117.0
6662,2020-05-10,424.0,13.0,91.0,34.0,25.0,0.0,17.0,5.0,103.0
6666,2020-05-10,11.0,1.0,10.0,9.0,3.0,0.0,3.0,1.0,116.0
6667,2020-05-10,22.0,4.0,40.0,7.0,9.0,1.0,19.0,11.0,120.0
6668,2020-05-10,25.0,4.0,6.0,5.0,53.0,0.0,36.0,7.0,122.0
6669,2020-05-10,113.0,3.0,99.0,98.0,22.0,1.0,118.0,58.0,129.0
6670,2020-05-10,13.0,4.0,49.0,9.0,6.0,1.0,79.0,34.0,106.0
6671,2020-05-10,92.0,1.0,5.0,6.0,12.0,0.0,13.0,4.0,113.0
6672,2020-05-10,7.0,2.0,18.0,14.0,33.0,0.0,112.0,30.0,103.0
6673,2020-05-10,248.0,10.0,54.0,21.0,62.0,0.0,696.0,209.0,116.0
6675,2020-05-10,420.0,7.0,31.0,91.0,15.0,0.0,6.0,3.0,123.0
6676,2020-05-10,69.0,6.0,29.0,27.0,6.0,0.0,1.0,1.0,105.0
6677,2020-05-10,63.0,3.0,8.0,11.0,9.0,0.0,4.0,2.0,110.0
6678,2020-05-10,87.0,16.0,368.0,103.0,32.0,0.0,28.0,25.0,119.0
6680,2020-05-10,68.0,10.0,18.0,36.0,12.0,0.0,164.0,98.0,242.0
6681,2020-05-10,4.0,1.0,2.0,0.0,2.0,0.0,17.0,3.0,102.0
6682,2020-05-10,37.0,5.0,34.0,84.0,35.0,1.0,71.0,10.0,106.0
6684,2020-05-10,101.0,4.0,8.0,17.0,5.0,0.0,25.0,23.0,104.0
6685,2020-05-10,24.0,1.0,7.0,3.0,3.0,0.0,1.0,3.0,117.0
6686,2020-05-10,158.0,9.0,27.0,31.0,25.0,0.0,192.0,75.0,126.0
6687,2020-05-10,218.0,3.0,66.0,47.0,17.0,1.0,11.0,4.0,106.0
6688,2020-05-10,49.0,8.0,28.0,74.0,8.0,0.0,107.0,45.0,115.0
6689,2020-05-10,101.0,23.0,43.0,65.0,13.0,0.0,309.0,87.0,111.0
6691,2020-05-10,97.0,6.0,34.0,21.0,4.0,1.0,35.0,30.0,109.0
6692,2020-05-10,16.0,1.0,42.0,10.0,8.0,0.0,12.0,12.0,108.0
6693,2020-05-10,52.0,8.0,74.0,42.0,72.0,0.0,20.0,6.0,242.0
6694,2020-05-10,177.0,7.0,83.0,64.0,45.0,0.0,29.0,5.0,120.0
6695,2020-05-10,39.0,4.0,47.0,10.0,6.0,0.0,7.0,2.0,122.0
6696,2020-05-10,10.0,3.0,4.0,6.0,5.0,1.0,29.0,14.0,122.0
6700,2020-05-10,105.0,7.0,82.0,118.0,31.0,0.0,29.0,12.0,111.0
6701,2020-05-10,87.0,3.0,47.0,86.0,42.0,1.0,33.0,4.0,112.0
6702,2020-05-10,6.0,8.0,6.0,9.0,1.0,0.0,9.0,5.0,113.0
6703,2020-05-10,820.0,7.0,130.0,297.0,92.0,1.0,167.0,16.0,104.0
6704,2020-05-10,21.0,3.0,20.0,8.0,3.0,0.0,59.0,35.0,110.0
6705,2020-05-10,34.0,4.0,12.0,5.0,6.0,0.0,115.0,45.0,111.0
6706,2020-05-10,8.0,16.0,13.0,36.0,12.0,0.0,40.0,13.0,127.0
6707,2020-05-10,10.0,4.0,17.0,18.0,6.0,0.0,9.0,1.0,105.0
6708,2020-05-10,153.0,49.0,34.0,225.0,11.0,0.0,16.0,3.0,107.0
6709,2020-05-10,10.0,6.0,10.0,9.0,1.0,0.0,71.0,37.0,129.0
6710,2020-05-10,11.0,16.0,48.0,67.0,15.0,2.0,12.0,2.0,105.0
6713,2020-05-10,97.0,15.0,23.0,79.0,3.0,0.0,42.0,3.0,104.0
6714,2020-05-10,41.0,8.0,155.0,37.0,13.0,0.0,61.0,34.0,107.0
6715,2020-05-10,23.0,4.0,23.0,17.0,9.0,0.0,47.0,20.0,102.0
6716,2020-05-10,14.0,2.0,8.0,10.0,25.0,0.0,10.0,8.0,120.0
6717,2020-05-10,3.0,0.0,0.0,1.0,6.0,0.0,42.0,7.0,129.0
6719,2020-05-10,14.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0
6720,2020-05-10,15.0,1.0,6.0,12.0,8.0,0.0,24.0,20.0,130.0
6721,2020-05-10,19.0,3.0,3.0,22.0,2.0,0.0,24.0,14.0,115.0
6722,2020-05-10,176.0,17.0,39.0,19.0,30.0,0.0,26.0,17.0,113.0
6723,2020-05-10,130.0,6.0,49.0,77.0,19.0,0.0,12.0,4.0,100.0
6725,2020-05-10,9.0,1.0,2.0,1.0,4.0,2.0,21.0,3.0,106.0
6726,2020-05-10,17.0,0.0,7.0,0.0,8.0,0.0,34.0,22.0,114.0
6727,2020-05-10,5.0,0.0,18.0,9.0,3.0,1.0,54.0,13.0,105.0
6728,2020-05-10,25.0,0.0,12.0,19.0,17.0,0.0,19.0,3.0,125.0
6729,2020-05-10,20.0,1.0,60.0,13.0,24.0,0.0,47.0,16.0,119.0
6730,2020-05-10,11.0,0.0,12.0,13.0,11.0,0.0,12.0,5.0,118.0
6732,2020-05-10,72.0,0.0,9.0,39.0,2.0,0.0,81.0,28.0,103.0
6733,2020-05-10,49.0,1.0,26.0,0.0,7.0,0.0,14.0,2.0,109.0
6734,2020-05-10,97.0,7.0,28.0,60.0,15.0,0.0,27.0,4.0,111.0
6735,2020-05-10,50.0,2.0,44.0,54.0,5.0,1.0,2.0,3.0,112.0
6736,2020-05-10,62.0,3.0,27.0,11.0,51.0,0.0,189.0,71.0,114.0
6739,2020-05-10,23.0,11.0,25.0,42.0,35.0,0.0,162.0,68.0,122.0
6740,2020-05-10,24.0,2.0,18.0,6.0,4.0,0.0,21.0,4.0,116.0
6741,2020-05-10,19.0,4.0,8.0,15.0,2.0,0.0,35.0,14.0,126.0
6743,2020-05-10,608.0,19.0,318.0,132.0,365.0,0.0,74.0,34.0,113.0
6744,2020-05-10,125.0,5.0,99.0,11.0,142.0,0.0,72.0,35.0,106.0
6745,2020-05-10,216.0,10.0,54.0,28.0,1.0,0.0,358.0,132.0,117.0
6747,2020-05-10,36.0,4.0,18.0,25.0,1.0,0.0,130.0,54.0,125.0
6750,2020-05-10,44.0,2.0,58.0,9.0,7.0,0.0,48.0,7.0,126.0
6751,2020-05-10,89.0,21.0,33.0,25.0,10.0,0.0,19.0,1.0,111.0
6752,2020-05-10,547.0,85.0,905.0,172.0,25.0,1.0,9.0,4.0,101.0
6753,2020-05-10,27.0,2.0,5.0,6.0,4.0,2.0,4.0,1.0,122.0
6754,2020-05-10,23.0,2.0,31.0,36.0,4.0,0.0,40.0,12.0,101.0
6755,2020-05-10,4.0,3.0,39.0,26.0,6.0,0.0,10.0,3.0,101.0
6756,2020-05-10,61.0,8.0,23.0,21.0,3.0,0.0,18.0,6.0,116.0
6757,2020-05-10,20.0,5.0,54.0,20.0,38.0,0.0,89.0,43.0,113.0
6758,2020-05-10,358.0,3.0,58.0,68.0,0.0,0.0,10.0,5.0,129.0
6759,2020-05-10,49.0,6.0,8.0,11.0,1.0,0.0,95.0,31.0,107.0
6760,2020-05-10,8.0,0.0,0.0,2.0,1.0,2.0,197.0,73.0,108.0
6762,2020-05-10,33.0,1.0,10.0,2.0,12.0,1.0,5.0,0.0,120.0
6763,2020-05-10,57.0,1.0,30.0,6.0,2.0,0.0,0.0,0.0,110.0
6764,2020-05-10,29.0,2.0,24.0,7.0,0.0,1.0,19.0,9.0,104.0
6765,2020-05-10,53.0,2.0,6.0,38.0,8.0,0.0,145.0,71.0,103.0
6766,2020-05-10,28.0,4.0,30.0,46.0,5.0,0.0,61.0,37.0,101.0
6767,2020-05-10,54.0,5.0,33.0,16.0,18.0,0.0,19.0,17.0,118.0
6768,2020-05-10,84.0,13.0,40.0,37.0,36.0,0.0,73.0,22.0,108.0
6769,2020-05-10,93.0,11.0,24.0,33.0,15.0,0.0,64.0,10.0,115.0
6770,2020-05-10,121.0,5.0,34.0,44.0,5.0,0.0,205.0,94.0,103.0
6772,2020-05-10,27.0,0.0,10.0,7.0,2.0,1.0,14.0,7.0,129.0
6774,2020-05-10,2.0,0.0,1.0,3.0,0.0,0.0,31.0,9.0,103.0
6775,2020-05-10,27.0,6.0,22.0,32.0,4.0,0.0,3.0,0.0,108.0
6777,2020-05-10,111.0,11.0,22.0,25.0,34.0,0.0,22.0,17.0,114.0
6778,2020-05-10,417.0,17.0,73.0,122.0,54.0,0.0,37.0,10.0,112.0
6779,2020-05-10,196.0,18.0,122.0,161.0,38.0,0.0,19.0,4.0,120.0
6780,2020-05-10,64.0,12.0,61.0,19.0,13.0,0.0,31.0,19.0,126.0
6781,2020-05-10,17.0,10.0,57.0,14.0,36.0,0.0,206.0,63.0,111.0
6782,2020-05-10,58.0,15.0,41.0,44.0,27.0,0.0,24.0,2.0,128.0
6783,2020-05-10,21.0,3.0,27.0,5.0,15.0,0.0,25.0,14.0,105.0
6784,2020-05-10,15.0,3.0,32.0,7.0,19.0,0.0,5.0,1.0,108.0
6785,2020-05-10,40.0,1.0,13.0,13.0,5.0,1.0,80.0,38.0,104.0
6786,2020-05-10,45.0,10.0,25.0,18.0,30.0,0.0,128.0,39.0,119.0
6787,2020-05-10,41.0,1.0,15.0,88.0,11.0,1.0,54.0,24.0,128.0
6789,2020-05-10,6.0,0.0,3.0,16.0,0.0,0.0,111.0,9.0,111.0
6790,2020-05-10,109.0,4.0,18.0,54.0,5.0,0.0,383.0,125.0,120.0
6791,2020-05-10,9.0,0.0,7.0,2.0,3.0,2.0,25.0,15.0,106.0
6792,2020-05-10,1336.0,39.0,197.0,94.0,35.0,1.0,21.0,4.0,108.0
6793,2020-05-10,17.0,1.0,18.0,3.0,0.0,0.0,19.0,4.0,106.0
6794,2020-05-10,55.0,1.0,39.0,18.0,3.0,0.0,6.0,1.0,127.0
6795,2020-05-10,44.0,6.0,38.0,31.0,44.0,2.0,15.0,2.0,128.0
6796,2020-05-10,85.0,10.0,54.0,13.0,25.0,1.0,96.0,38.0,110.0
6797,2020-05-10,314.0,13.0,68.0,62.0,5.0,0.0,116.0,37.0,123.0
6798,2020-05-10,21.0,3.0,10.0,31.0,8.0,2.0,41.0,32.0,123.0
6799,2020-05-10,17.0,1.0,3.0,5.0,1.0,0.0,6.0,3.0,117.0
6800,2020-05-10,5.0,1.0,4.0,7.0,0.0,0.0,4.0,6.0,109.0
6801,2020-05-10,17.0,4.0,40.0,15.0,7.0,1.0,9.0,6.0,106.0
6802,2020-05-10,21.0,2.0,27.0,12.0,4.0,0.0,7.0,1.0,110.0
6804,2020-05-10,16.0,9.0,98.0,8.0,5.0,0.0,3.0,0.0,105.0
6805,2020-05-10,347.0,14.0,226.0,101.0,66.0,2.0,18.0,20.0,105.0
6806,2020-05-10,21.0,9.0,2.0,11.0,0.0,0.0,30.0,9.0,105.0
6807,2020-05-10,35.0,4.0,8.0,20.0,11.0,1.0,17.0,2.0,106.0
6809,2020-05-10,8.0,3.0,1.0,4.0,7.0,1.0,118.0,15.0,117.0
6811,2020-05-10,14.0,0.0,21.0,9.0,3.0,2.0,62.0,29.0,130.0
6812,2020-05-10,43.0,3.0,8.0,21.0,7.0,1.0,18.0,3.0,108.0
6813,2020-05-10,10.0,3.0,26.0,64.0,2.0,1.0,2.0,0.0,120.0
6814,2020-05-10,39.0,4.0,9.0,12.0,9.0,0.0,3.0,0.0,130.0
6815,2020-05-10,19.0,1.0,14.0,10.0,2.0,0.0,96.0,25.0,120.0
6817,2020-05-10,142.0,30.0,83.0,85.0,39.0,0.0,274.0,28.0,130.0
6818,2020-05-10,207.0,8.0,91.0,16.0,10.0,2.0,28.0,6.0,118.0
6819,2020-05-10,10.0,5.0,13.0,18.0,11.0,0.0,7.0,5.0,112.0
6820,2020-05-10,81.0,62.0,35.0,57.0,152.0,0.0,2.0,0.0,116.0
6821,2020-05-10,28.0,4.0,10.0,11.0,2.0,1.0,4.0,2.0,114.0
6822,2020-05-10,270.0,7.0,67.0,142.0,66.0,0.0,90.0,7.0,124.0
6823,2020-05-10,93.0,11.0,11.0,93.0,1.0,0.0,42.0,12.0,116.0
6824,2020-05-10,43.0,4.0,9.0,12.0,4.0,0.0,17.0,1.0,118.0
6825,2020-05-10,170.0,22.0,42.0,87.0,14.0,0.0,239.0,68.0,128.0
6826,2020-05-10,19.0,3.0,10.0,9.0,2.0,1.0,12.0,3.0,115.0
6827,2020-05-10,933.0,26.0,132.0,96.0,46.0,0.0,3.0,0.0,119.0
6828,2020-05-10,59.0,3.0,64.0,6.0,5.0,0.0,34.0,14.0,126.0
6830,2020-05-10,24.0,1.0,17.0,9.0,6.0,0.0,32.0,14.0,102.0
6831,2020-05-10,64.0,9.0,42.0,48.0,6.0,0.0,22.0,2.0,107.0
6832,2020-05-10,52.0,2.0,17.0,3.0,10.0,0.0,20.0,4.0,120.0
6833,2020-05-10,12.0,10.0,24.0,30.0,9.0,0.0,19.0,12.0,130.0
6834,2020-05-10,50.0,4.0,5.0,15.0,7.0,0.0,17.0,0.0,130.0
6835,2020-05-10,4.0,4.0,14.0,12.0,2.0,1.0,124.0,56.0,116.0
6836,2020-05-10,56.0,5.0,116.0,11.0,21.0,0.0,15.0,0.0,120.0
6837,2020-05-10,19.0,7.0,1.0,1.0,0.0,0.0,3.0,0.0,127.0
6838,2020-05-10,13.0,1.0,5.0,8.0,1.0,0.0,174.0,75.0,104.0
6839,2020-05-10,72.0,10.0,24.0,14.0,6.0,1.0,7.0,2.0,118.0
6841,2020-05-10,95.0,17.0,71.0,109.0,14.0,0.0,151.0,68.0,119.0
6842,2020-05-10,70.0,8.0,59.0,49.0,40.0,0.0,22.0,13.0,127.0
6843,2020-05-10,119.0,11.0,136.0,184.0,87.0,0.0,89.0,15.0,102.0
6844,2020-05-10,200.0,8.0,107.0,193.0,3.0,0.0,186.0,89.0,112.0
6845,2020-05-10,82.0,16.0,38.0,44.0,16.0,0.0,235.0,105.0,116.0
6846,2020-05-10,9.0,2.0,13.0,1.0,5.0,0.0,13.0,11.0,112.0
6847,2020-05-10,15.0,3.0,22.0,26.0,14.0,0.0,16.0,8.0,129.0
6848,2020-05-10,392.0,11.0,21.0,53.0,22.0,1.0,36.0,22.0,108.0
6849,2020-05-10,13.0,2.0,6.0,8.0,6.0,0.0,137.0,67.0,103.0
6850,2020-05-10,49.0,4.0,69.0,13.0,6.0,1.0,14.0,0.0,108.0
6851,2020-05-10,18.0,11.0,6.0,30.0,3.0,0.0,25.0,4.0,122.0
6852,2020-05-10,88.0,3.0,33.0,95.0,17.0,0.0,12.0,5.0,113.0
6853,2020-05-10,4.0,1.0,7.0,5.0,1.0,1.0,36.0,9.0,101.0
6854,2020-05-10,120.0,3.0,90.0,54.0,19.0,0.0,206.0,89.0,128.0
6855,2020-05-10,9.0,1.0,10.0,10.0,1.0,0.0,9.0,7.0,119.0
6857,2020-05-10,32.0,8.0,82.0,40.0,16.0,0.0,5.0,1.0,113.0
6858,2020-05-10,68.0,1.0,27.0,47.0,5.0,0.0,29.0,3.0,116.0
6859,2020-05-10,26.0,8.0,4.0,15.0,1.0,0.0,23.0,12.0,127.0
6860,2020-05-10,73.0,0.0,43.0,5.0,17.0,0.0,46.0,2.0,107.0
6861,2020-05-10,320.0,10.0,41.0,44.0,12.0,0.0,15.0,12.0,114.0
6862,2020-05-10,32.0,8.0,79.0,15.0,18.0,0.0,294.0,126.0,118.0
6863,2020-05-10,30.0,3.0,11.0,42.0,7.0,0.0,23.0,8.0,122.0
6865,2020-05-10,34.0,10.0,4.0,14.0,16.0,0.0,74.0,38.0,242.0
6867,2020-05-10,132.0,18.0,174.0,214.0,21.0,0.0,58.0,32.0,125.0
6868,2020-05-10,236.0,9.0,57.0,305.0,10.0,0.0,5.0,3.0,114.0
6871,2020-05-10,61.0,9.0,55.0,66.0,27.0,1.0,38.0,3.0,123.0
6872,2020-05-10,14.0,5.0,67.0,9.0,19.0,1.0,12.0,1.0,118.0
6873,2020-05-10,21.0,3.0,15.0,10.0,9.0,1.0,14.0,4.0,119.0
6874,2020-05-10,87.0,5.0,35.0,78.0,15.0,1.0,49.0,20.0,117.0
6875,2020-05-10,31.0,7.0,13.0,15.0,7.0,0.0,27.0,5.0,118.0
6876,2020-05-10,15.0,2.0,43.0,5.0,1.0,1.0,6.0,4.0,106.0
6877,2020-05-10,24.0,2.0,18.0,21.0,14.0,0.0,172.0,61.0,129.0
6879,2020-05-10,11.0,2.0,35.0,28.0,4.0,0.0,26.0,14.0,102.0
6880,2020-05-10,72.0,1.0,30.0,6.0,12.0,0.0,149.0,58.0,128.0
6882,2020-05-10,252.0,14.0,57.0,71.0,128.0,1.0,627.0,204.0,109.0
6884,2020-05-10,287.0,15.0,48.0,102.0,13.0,0.0,45.0,31.0,122.0
6885,2020-05-10,19.0,13.0,92.0,22.0,24.0,0.0,11.0,10.0,130.0
6886,2020-05-10,36.0,14.0,29.0,12.0,9.0,0.0,75.0,7.0,102.0
6887,2020-05-10,3.0,1.0,11.0,0.0,3.0,0.0,55.0,36.0,107.0
6888,2020-05-10,31.0,6.0,11.0,28.0,9.0,0.0,86.0,2.0,102.0
6889,2020-05-10,34.0,8.0,17.0,2.0,7.0,1.0,4.0,5.0,100.0
6890,2020-05-10,95.0,0.0,7.0,31.0,7.0,0.0,45.0,30.0,123.0
6892,2020-05-10,168.0,27.0,109.0,66.0,5.0,0.0,609.0,196.0,119.0
6897,2020-05-10,127.0,14.0,13.0,102.0,18.0,0.0,9.0,4.0,104.0
6898,2020-05-10,10.0,2.0,4.0,19.0,10.0,1.0,19.0,15.0,126.0
6902,2020-05-10,7.0,4.0,4.0,16.0,9.0,1.0,214.0,122.0,105.0
6903,2020-05-10,296.0,10.0,544.0,67.0,14.0,2.0,198.0,123.0,107.0
6904,2020-05-10,336.0,19.0,136.0,85.0,47.0,1.0,50.0,19.0,119.0
6905,2020-05-10,22.0,8.0,15.0,16.0,29.0,0.0,87.0,31.0,118.0
6906,2020-05-10,236.0,19.0,23.0,44.0,3.0,0.0,14.0,1.0,109.0
6907,2020-05-10,1006.0,29.0,316.0,175.0,105.0,1.0,9.0,2.0,108.0
6908,2020-05-10,68.0,14.0,119.0,141.0,13.0,0.0,6.0,0.0,104.0
6909,2020-05-10,72.0,6.0,18.0,16.0,16.0,2.0,62.0,36.0,242.0
6910,2020-05-10,29.0,7.0,12.0,17.0,37.0,2.0,23.0,11.0,118.0
6911,2020-05-10,11.0,7.0,46.0,15.0,35.0,0.0,26.0,6.0,118.0
6912,2020-05-10,88.0,5.0,50.0,73.0,18.0,0.0,561.0,239.0,105.0
6913,2020-05-10,12.0,8.0,34.0,53.0,5.0,0.0,2.0,0.0,115.0
6914,2020-05-10,24.0,7.0,16.0,32.0,17.0,1.0,40.0,22.0,122.0
6915,2020-05-10,147.0,6.0,94.0,98.0,16.0,0.0,8.0,1.0,106.0
6917,2020-05-10,144.0,39.0,47.0,156.0,81.0,1.0,657.0,166.0,122.0
6919,2020-05-10,95.0,3.0,8.0,26.0,4.0,0.0,398.0,188.0,111.0
6920,2020-05-10,51.0,0.0,31.0,4.0,4.0,0.0,442.0,166.0,128.0
6921,2020-05-10,33.0,3.0,75.0,9.0,27.0,0.0,28.0,4.0,113.0
6922,2020-05-10,22.0,5.0,16.0,4.0,3.0,0.0,31.0,4.0,105.0
6924,2020-05-10,140.0,9.0,149.0,977.0,25.0,1.0,3.0,2.0,120.0
6925,2020-05-10,22.0,7.0,20.0,12.0,13.0,1.0,75.0,10.0,115.0
6926,2020-05-10,29.0,1.0,15.0,17.0,6.0,1.0,9.0,7.0,112.0
6927,2020-05-10,9.0,1.0,9.0,5.0,10.0,0.0,166.0,20.0,105.0
6928,2020-05-10,128.0,8.0,58.0,15.0,10.0,0.0,12.0,2.0,103.0
6929,2020-05-10,27.0,6.0,10.0,19.0,6.0,2.0,68.0,27.0,105.0
6931,2020-05-10,107.0,4.0,46.0,12.0,3.0,0.0,574.0,213.0,120.0
6932,2020-05-10,52.0,7.0,15.0,103.0,15.0,0.0,137.0,95.0,118.0
6933,2020-05-10,23.0,2.0,3.0,3.0,2.0,0.0,146.0,66.0,100.0
6934,2020-05-10,3.0,1.0,4.0,1.0,1.0,0.0,9.0,0.0,114.0
6935,2020-05-10,65.0,8.0,27.0,16.0,23.0,0.0,9.0,5.0,130.0
6936,2020-05-10,7.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,123.0
6937,2020-05-10,4.0,0.0,7.0,30.0,4.0,0.0,58.0,28.0,115.0
6938,2020-05-10,518.0,27.0,163.0,75.0,16.0,0.0,17.0,2.0,101.0
6941,2020-05-10,95.0,7.0,81.0,68.0,16.0,1.0,3.0,0.0,117.0
6942,2020-05-10,93.0,14.0,56.0,26.0,15.0,0.0,15.0,12.0,123.0
6943,2020-05-10,317.0,8.0,103.0,32.0,16.0,0.0,54.0,13.0,103.0
6944,2020-05-10,1123.0,19.0,1084.0,278.0,35.0,0.0,18.0,3.0,126.0
6945,2020-05-10,35.0,6.0,310.0,59.0,63.0,1.0,4.0,1.0,128.0
6946,2020-05-10,48.0,0.0,11.0,27.0,9.0,1.0,41.0,27.0,101.0
6947,2020-05-10,77.0,20.0,68.0,45.0,43.0,0.0,565.0,281.0,107.0
6948,2020-05-10,11.0,0.0,0.0,3.0,10.0,0.0,12.0,10.0,119.0
6951,2020-05-10,9.0,0.0,3.0,3.0,3.0,0.0,8.0,1.0,119.0
6953,2020-05-10,88.0,1.0,33.0,10.0,4.0,0.0,6.0,3.0,130.0
6954,2020-05-10,40.0,0.0,4.0,24.0,4.0,0.0,136.0,114.0,242.0
6955,2020-05-10,159.0,3.0,71.0,27.0,27.0,0.0,57.0,35.0,125.0
6956,2020-05-10,27.0,6.0,36.0,19.0,8.0,1.0,2.0,1.0,130.0
6957,2020-05-10,265.0,8.0,51.0,154.0,17.0,0.0,60.0,18.0,100.0
6958,2020-05-10,15.0,2.0,10.0,24.0,10.0,1.0,16.0,1.0,117.0
6959,2020-05-10,82.0,34.0,86.0,152.0,16.0,0.0,4.0,2.0,242.0
6960,2020-05-10,29.0,5.0,32.0,29.0,7.0,0.0,17.0,15.0,118.0
6961,2020-05-10,415.0,9.0,80.0,47.0,6.0,0.0,3.0,0.0,101.0
6963,2020-05-10,178.0,9.0,20.0,79.0,3.0,0.0,58.0,42.0,117.0
6964,2020-05-10,39.0,11.0,42.0,41.0,83.0,0.0,25.0,16.0,103.0
6965,2020-05-10,25.0,2.0,5.0,13.0,2.0,0.0,0.0,0.0,127.0
